net,length_um
_02584_,12.165
_03090_,12.16
_03470_,12.16
_03544_,12.16
_06837_,12.16
_06989_,12.16
net2361,12.16
CPU.registerFile\[17\]\[22\],12.14
_05361_,12.14
_05898_,12.14
_05982_,12.14
_06842_,12.14
CPU.registerFile\[12\]\[10\],12.12
CPU.registerFile\[26\]\[10\],12.12
CPU.registerFile\[6\]\[16\],12.12
net439,12.12
_06497_,12.12
_06929_,12.12
_07422_,12.12
_08010_,12.12
net1917,12.12
_02498_,12.105
CPU.registerFile\[29\]\[26\],12.1
net614,12.1
_07346_,12.1
_01683_,12.085
CPU.registerFile\[23\]\[9\],12.08
net1180,12.08
_02719_,12.08
_03019_,12.08
_04919_,12.08
_05012_,12.08
mapped_spi_ram.cmd_addr\[0\],12.08
_01704_,12.06
_02239_,12.06
_03141_,12.06
_03289_,12.06
_03498_,12.06
_04086_,12.06
_04833_,12.06
net2583,12.06
net444,12.055
CPU.registerFile\[20\]\[19\],12.04
net1292,12.04
net338,12.04
net1841,12.04
_01839_,12.02
net2276,12.02
net2502,12.02
net1599,12
net2272,12
net2571,12
_01920_,11.985
CPU.registerFile\[3\]\[20\],11.98
_04531_,11.98
_08329_,11.98
CPU.registerFile\[18\]\[4\],11.96
CPU.registerFile\[30\]\[18\],11.96
CPU.registerFile\[5\]\[9\],11.96
net496,11.96
_07611_,11.96
_03231_,11.94
_04481_,11.94
_06209_,11.94
_02857_,11.92
net1334,11.92
net2518,11.92
CPU.registerFile\[5\]\[31\],11.9
_01811_,11.9
_04375_,11.9
_08646_,11.9
_08824_,11.9
net2294,11.9
CPU.registerFile\[18\]\[24\],11.88
CPU.registerFile\[6\]\[23\],11.88
CPU.registerFile\[6\]\[6\],11.88
_03711_,11.88
_05608_,11.88
_05630_,11.88
_05999_,11.88
_07062_,11.88
CPU.registerFile\[17\]\[30\],11.86
CPU.registerFile\[21\]\[30\],11.86
CPU.registerFile\[27\]\[25\],11.86
_03215_,11.86
_08455_,11.86
_01527_,11.845
net915,11.84
_05494_,11.84
net209,11.82
net481,11.82
net531,11.82
_07459_,11.82
mapped_spi_flash.cmd_addr\[9\],11.82
net1826,11.82
net2372,11.82
_03905_,11.8
_06589_,11.8
_08601_,11.8
_01633_,11.785
_02600_,11.785
_02273_,11.78
_04178_,11.78
_07683_,11.78
_02589_,11.765
CPU.registerFile\[16\]\[4\],11.76
CPU.registerFile\[18\]\[3\],11.76
CPU.registerFile\[26\]\[18\],11.76
CPU.registerFile\[31\]\[29\],11.76
_04752_,11.76
_05777_,11.76
_06272_,11.76
_02632_,11.745
CPU.registerFile\[10\]\[14\],11.74
CPU.registerFile\[9\]\[24\],11.74
net1174,11.74
_05596_,11.74
_06656_,11.74
net1426,11.74
net2625,11.74
net2658,11.74
CPU.registerFile\[12\]\[25\],11.72
CPU.rs2\[25\],11.72
_02853_,11.72
_03925_,11.72
_06434_,11.72
_06442_,11.72
_06857_,11.72
_08292_,11.72
_08610_,11.72
net1590,11.72
_01645_,11.715
net1018,11.7
net1290,11.7
_03672_,11.7
_04197_,11.7
_06721_,11.7
_06890_,11.7
_07435_,11.7
_07727_,11.7
_08114_,11.7
_08308_,11.7
_08327_,11.7
_08653_,11.7
_08797_,11.7
net1316,11.7
CPU.registerFile\[16\]\[15\],11.69
net535,11.68
CPU.registerFile\[10\]\[3\],11.66
net382,11.66
_03305_,11.66
_04192_,11.66
_05373_,11.66
net1432,11.66
net1790,11.66
net1870,11.66
net1990,11.66
net2598,11.66
CPU.cycles\[17\],11.64
CPU.registerFile\[10\]\[5\],11.64
_02680_,11.64
_02687_,11.625
_02999_,11.625
CPU.registerFile\[14\]\[31\],11.62
CPU.registerFile\[29\]\[15\],11.62
net1179,11.62
net185,11.62
_02155_,11.62
_03829_,11.62
_04593_,11.62
_04991_,11.62
_05222_,11.62
_08248_,11.62
_02006_,11.605
_07445_,11.6
net1372,11.6
net2537,11.6
_06540_,11.585
CPU.registerFile\[8\]\[9\],11.58
net891,11.58
_04447_,11.58
_04692_,11.58
_04884_,11.58
_05084_,11.58
_08276_,11.58
_08826_,11.58
net1944,11.58
net2317,11.58
CPU.registerFile\[15\]\[15\],11.56
_05203_,11.56
_05431_,11.56
_05623_,11.56
_05919_,11.56
_07263_,11.56
_07442_,11.56
net1677,11.56
net2301,11.56
net2577,11.56
_02420_,11.545
CPU.aluShamt\[3\],11.54
_05500_,11.54
_07419_,11.54
_08268_,11.54
mapped_spi_ram.state\[2\],11.54
net1615,11.54
net2061,11.54
net2669,11.54
CPU.registerFile\[21\]\[7\],11.52
net2335,11.52
_01606_,11.505
_02073_,11.505
CPU.registerFile\[11\]\[8\],11.5
CPU.registerFile\[15\]\[13\],11.5
net946,11.5
net798,11.5
_05437_,11.5
_01350_,11.485
CPU.registerFile\[10\]\[12\],11.48
_04162_,11.48
_04269_,11.48
_05549_,11.48
_06320_,11.48
_06644_,11.48
CPU.registerFile\[7\]\[21\],11.475
CPU.registerFile\[0\]\[31\],11.46
net129,11.46
per_uart.uart0.txd_reg\[4\],11.46
_01488_,11.445
_03196_,11.44
_05502_,11.44
_05984_,11.44
_06394_,11.44
net1703,11.44
net1991,11.44
CPU.registerFile\[10\]\[27\],11.42
CPU.registerFile\[7\]\[1\],11.42
_04581_,11.42
_05665_,11.42
_06135_,11.42
_07122_,11.42
net2193,11.42
CPU.registerFile\[30\]\[17\],11.4
_05142_,11.4
net2480,11.4
_02359_,11.385
CPU.registerFile\[16\]\[0\],11.38
CPU.registerFile\[21\]\[10\],11.38
CPU.registerFile\[28\]\[29\],11.38
_07243_,11.38
_08374_,11.38
net828,11.36
net971,11.36
net991,11.36
net274,11.36
net417,11.36
net516,11.36
_02517_,11.36
_04171_,11.36
_05905_,11.36
_08244_,11.36
_08655_,11.36
mapped_spi_flash.rcv_data\[12\],11.36
net1717,11.36
net2290,11.36
net2527,11.36
net2615,11.36
net2626,11.36
net44,11.345
_02913_,11.34
_05006_,11.34
_02409_,11.325
CPU.registerFile\[23\]\[27\],11.32
CPU.registerFile\[27\]\[14\],11.32
_03809_,11.32
_04987_,11.32
_05324_,11.32
_05573_,11.32
_07168_,11.32
mapped_spi_flash.cmd_addr\[26\],11.32
mapped_spi_flash.rcv_data\[17\],11.32
mapped_spi_ram.cmd_addr\[19\],11.32
net1497,11.32
net1542,11.32
_03780_,11.3
_07126_,11.3
_07818_,11.3
_02524_,11.285
CPU.registerFile\[29\]\[7\],11.28
net500,11.28
net530,11.28
_03081_,11.28
_04534_,11.28
_02328_,11.265
_03962_,11.26
_05122_,11.26
_05519_,11.26
_07131_,11.26
_08157_,11.26
net1514,11.26
_02139_,11.245
net900,11.24
_01733_,11.24
_03464_,11.24
_03466_,11.24
_04261_,11.24
_04320_,11.24
_04840_,11.24
_06289_,11.24
_06576_,11.24
_06690_,11.24
_06748_,11.24
_07447_,11.24
net1603,11.24
net1915,11.24
net2074,11.24
net2315,11.24
net2586,11.24
net1155,11.22
_03413_,11.22
_04157_,11.22
CPU.registerFile\[20\]\[26\],11.2
CPU.registerFile\[5\]\[1\],11.2
_03075_,11.2
_05511_,11.2
_07331_,11.2
_07391_,11.2
_08152_,11.2
_08611_,11.2
net1552,11.2
net1620,11.2
CPU.registerFile\[6\]\[17\],11.18
net1039,11.18
_04206_,11.18
_04221_,11.18
_06735_,11.18
_07227_,11.18
_08047_,11.18
_06186_,11.175
_01335_,11.165
_02545_,11.165
CPU.registerFile\[17\]\[21\],11.16
net146,11.16
_04444_,11.16
_05143_,11.16
_06818_,11.16
_07801_,11.16
_08212_,11.16
_08443_,11.16
net1306,11.16
net1973,11.16
CPU.registerFile\[29\]\[13\],11.14
net245,11.14
_04130_,11.14
_05887_,11.14
net1331,11.14
net1902,11.14
net2267,11.14
net2381,11.14
net2482,11.14
CPU.registerFile\[14\]\[16\],11.12
CPU.registerFile\[20\]\[20\],11.12
net111,11.12
_01434_,11.12
_02940_,11.12
_03190_,11.12
_03486_,11.12
_04508_,11.12
_04866_,11.12
_04937_,11.12
_05002_,11.12
_05202_,11.12
_05326_,11.12
_07159_,11.12
_07463_,11.12
_07482_,11.12
_07636_,11.12
_08048_,11.12
net1459,11.12
net2046,11.12
net2131,11.12
net2582,11.12
CPU.registerFile\[16\]\[13\],11.11
_01974_,11.105
_04023_,11.1
_04062_,11.1
net2558,11.1
net2593,11.1
_05327_,11.09
CPU.registerFile\[21\]\[2\],11.08
net509,11.08
_07440_,11.08
_01507_,11.065
_01844_,11.065
_01992_,11.065
CPU.registerFile\[10\]\[11\],11.06
CPU.registerFile\[3\]\[29\],11.06
_02235_,11.06
_05680_,11.06
net1747,11.06
_01884_,11.045
_02516_,11.04
_05130_,11.04
_01325_,11.025
_01403_,11.025
_01540_,11.025
_02136_,11.02
_07109_,11.02
net1727,11.02
_02365_,11
_02922_,11
_04761_,11
_07171_,11
net2205,11
_01612_,10.985
_01963_,10.985
_08371_,10.98
CPU.registerFile\[0\]\[28\],10.96
CPU.registerFile\[13\]\[7\],10.96
CPU.registerFile\[20\]\[23\],10.96
_04166_,10.96
_05575_,10.96
_05935_,10.96
_06671_,10.96
_08284_,10.96
_08336_,10.96
_05931_,10.955
_01342_,10.945
_00004_,10.925
_01397_,10.925
net648,10.92
_02810_,10.92
_02868_,10.92
_05673_,10.92
_07816_,10.92
net2608,10.92
_02272_,10.905
CPU.registerFile\[16\]\[14\],10.9
net1047,10.9
net1156,10.9
net269,10.9
net506,10.9
net653,10.9
net707,10.9
_03086_,10.9
_05127_,10.9
_05484_,10.9
_06891_,10.9
_08788_,10.9
net2475,10.9
_01525_,10.885
_01829_,10.885
CPU.registerFile\[25\]\[0\],10.88
_05576_,10.88
_07640_,10.88
_01703_,10.865
_02594_,10.865
net911,10.86
net982,10.86
net294,10.86
net494,10.86
_03056_,10.86
_04527_,10.86
_05200_,10.86
_07035_,10.86
net2220,10.86
net2514,10.86
_04771_,10.84
_02163_,10.825
net1190,10.82
net142,10.82
_02906_,10.82
_03518_,10.82
_03811_,10.82
_06658_,10.82
_07460_,10.82
_07461_,10.82
_07616_,10.82
_08092_,10.82
CPU.registerFile\[27\]\[19\],10.8
_03234_,10.8
_03287_,10.8
_03295_,10.8
_03646_,10.8
_07288_,10.8
_07361_,10.8
_07643_,10.8
_08052_,10.8
mapped_spi_ram.cmd_addr\[1\],10.8
net2115,10.8
net1021,10.78
net206,10.78
_02899_,10.78
_03123_,10.78
_03631_,10.78
_04538_,10.78
_05009_,10.78
_07325_,10.78
_07532_,10.78
_07765_,10.78
_08086_,10.78
_08213_,10.78
_08807_,10.78
net1597,10.78
CPU.registerFile\[27\]\[12\],10.76
CPU.registerFile\[3\]\[26\],10.76
_05435_,10.76
_06373_,10.76
CPU.registerFile\[0\]\[23\],10.755
CPU.registerFile\[31\]\[3\],10.74
CPU.registerFile\[5\]\[0\],10.74
_04030_,10.74
_05151_,10.74
_05206_,10.74
_07434_,10.74
_08012_,10.74
_08313_,10.74
_08801_,10.74
net1793,10.74
net2060,10.74
_02085_,10.725
_02340_,10.725
CPU.registerFile\[19\]\[4\],10.72
CPU.registerFile\[20\]\[18\],10.72
net308,10.72
_04359_,10.72
_04525_,10.72
_07094_,10.72
_08424_,10.72
per_uart.uart0.rx_count16\[3\],10.72
_01501_,10.705
_01552_,10.705
_02684_,10.705
_02749_,10.7
_03996_,10.7
_04555_,10.7
_06214_,10.7
_06652_,10.7
_07042_,10.7
_07246_,10.7
_07302_,10.7
_07535_,10.7
mapped_spi_flash.cmd_addr\[5\],10.7
_07167_,10.685
_03217_,10.68
_07479_,10.68
net1570,10.68
net1927,10.68
net2050,10.68
net2057,10.68
net2124,10.68
net2357,10.68
net2510,10.68
_01890_,10.665
_02744_,10.66
_02920_,10.66
_03026_,10.66
_03074_,10.66
_03497_,10.66
_05023_,10.66
_07514_,10.66
_07546_,10.66
_08124_,10.66
per_uart.d_in_uart\[1\],10.66
net1350,10.66
CPU.registerFile\[19\]\[24\],10.64
CPU.registerFile\[27\]\[0\],10.64
_04442_,10.64
_05625_,10.64
mapped_spi_flash.div_counter\[0\],10.64
net2253,10.64
net2292,10.64
net2555,10.64
_02305_,10.625
_05567_,10.62
_06546_,10.62
net1873,10.62
_01420_,10.605
CPU.registerFile\[28\]\[8\],10.6
CPU.registerFile\[30\]\[21\],10.6
net985,10.6
_06791_,10.6
_02007_,10.585
_02075_,10.585
CPU.registerFile\[15\]\[21\],10.58
CPU.registerFile\[16\]\[23\],10.58
_02805_,10.58
_04350_,10.58
_05963_,10.58
_06351_,10.58
_06520_,10.58
net1988,10.58
net2394,10.58
_01491_,10.565
_01988_,10.565
CPU.registerFile\[16\]\[11\],10.56
_01334_,10.56
_04035_,10.56
_04787_,10.56
_05065_,10.56
_07603_,10.56
_07615_,10.56
_08234_,10.56
_08845_,10.56
net1898,10.56
net2409,10.56
net2446,10.56
net2634,10.56
CPU.registerFile\[18\]\[23\],10.54
_03876_,10.54
_05167_,10.54
_06102_,10.54
net1305,10.54
net2013,10.54
net2354,10.54
net2397,10.54
CPU.registerFile\[6\]\[30\],10.52
_02364_,10.52
_05632_,10.52
_06111_,10.52
_06892_,10.52
_08723_,10.52
mapped_spi_flash.cmd_addr\[13\],10.52
net2388,10.52
_01795_,10.505
CPU.cycles\[5\],10.5
CPU.registerFile\[6\]\[20\],10.5
_02337_,10.5
_08796_,10.5
net1427,10.5
net1569,10.5
net2312,10.5
_06182_,10.49
_07338_,10.48
_08352_,10.48
_02577_,10.465
CPU.registerFile\[13\]\[30\],10.46
CPU.registerFile\[14\]\[22\],10.46
CPU.registerFile\[16\]\[1\],10.46
net1139,10.46
net138,10.46
net605,10.46
_04496_,10.46
_07180_,10.46
_08537_,10.46
net1557,10.46
net1924,10.46
net893,10.44
net933,10.44
net988,10.44
net1141,10.44
net325,10.44
net495,10.44
net78,10.44
_03324_,10.44
_03402_,10.44
_03520_,10.44
_04797_,10.44
_04805_,10.44
_08053_,10.44
_08344_,10.44
_08742_,10.44
net2202,10.44
_05414_,10.435
CPU.registerFile\[8\]\[16\],10.42
_03568_,10.42
_05700_,10.42
_06191_,10.42
_08266_,10.42
_08346_,10.42
_01750_,10.405
net1013,10.4
_02726_,10.4
_03607_,10.4
_06563_,10.4
_07583_,10.4
mapped_spi_flash.cmd_addr\[8\],10.4
net1458,10.4
net2227,10.4
_01356_,10.385
_01490_,10.385
_02386_,10.385
_02473_,10.385
_02495_,10.385
net1394,10.385
_08319_,10.38
net1817,10.38
_01462_,10.365
_02164_,10.365
_02576_,10.365
CPU.registerFile\[8\]\[14\],10.36
net1188,10.36
_02679_,10.36
_02721_,10.36
_04038_,10.36
_04964_,10.36
_06790_,10.36
_06950_,10.36
_02979_,10.34
_03264_,10.34
_03472_,10.34
_07230_,10.34
_07484_,10.34
_07994_,10.34
_08210_,10.34
net1409,10.34
net1700,10.34
_04832_,10.33
_01721_,10.325
CPU.registerFile\[6\]\[15\],10.32
TXD,10.32
net890,10.32
net1187,10.32
net1247,10.32
net1293,10.32
_02804_,10.32
_03007_,10.32
_03084_,10.32
_03095_,10.32
_04657_,10.32
_05404_,10.32
_05837_,10.32
_06414_,10.32
_06562_,10.32
_06956_,10.32
_07841_,10.32
_08035_,10.32
_08071_,10.32
spi_mosi,10.32
net2574,10.32
_02018_,10.315
CPU.registerFile\[18\]\[16\],10.3
_08636_,10.3
net1503,10.3
net2581,10.3
CPU.registerFile\[21\]\[3\],10.28
CPU.registerFile\[22\]\[21\],10.28
_02391_,10.28
_03489_,10.28
_04254_,10.28
_05476_,10.28
_06190_,10.28
_06250_,10.28
_06806_,10.28
_07966_,10.28
mapped_spi_flash.cmd_addr\[7\],10.28
net1549,10.28
net1586,10.28
net2383,10.28
_02777_,10.26
_04468_,10.26
_07043_,10.26
_08830_,10.26
_02329_,10.245
_02437_,10.245
net775,10.24
_02731_,10.24
_04630_,10.24
_06747_,10.24
_06829_,10.24
_07139_,10.24
_07621_,10.24
_07851_,10.24
_07921_,10.24
_08137_,10.24
_08214_,10.24
_08247_,10.24
_08816_,10.24
mapped_spi_flash.cmd_addr\[27\],10.24
_03817_,10.23
_02458_,10.225
net773,10.22
net1768,10.22
net2532,10.22
_02334_,10.215
_00023_,10.205
net307,10.2
net611,10.2
_02722_,10.2
_02880_,10.2
_03429_,10.2
_03648_,10.2
_03773_,10.2
_05810_,10.2
_06045_,10.2
_07050_,10.2
_07232_,10.2
_07317_,10.2
_07412_,10.2
_07774_,10.2
net2248,10.2
net2275,10.2
_04822_,10.18
_07183_,10.18
_08855_,10.18
net1801,10.18
net1946,10.18
net1999,10.18
net2093,10.18
net2142,10.18
net2373,10.18
CPU.registerFile\[16\]\[30\],10.16
CPU.registerFile\[29\]\[28\],10.16
net824,10.16
net1095,10.16
net656,10.16
_03810_,10.16
_05668_,10.16
_06766_,10.16
_01836_,10.145
_02850_,10.14
mapped_spi_ram.cmd_addr\[7\],10.14
net1785,10.14
net1845,10.14
net2059,10.14
CPU.registerFile\[8\]\[1\],10.135
_01672_,10.125
CPU.registerFile\[15\]\[18\],10.12
CPU.registerFile\[31\]\[9\],10.12
_04249_,10.12
_05554_,10.12
_07000_,10.12
net2095,10.12
net2477,10.12
_03009_,10.1
_05027_,10.1
net1827,10.1
net2175,10.1
net2548,10.1
net36,10.085
CPU.registerFile\[31\]\[0\],10.08
net1161,10.08
_02756_,10.08
_08039_,10.08
net1335,10.08
net1812,10.08
_01814_,10.075
_03940_,10.06
_05118_,10.06
_07017_,10.06
net2420,10.06
_01782_,10.045
_01913_,10.045
_01923_,10.045
_02685_,10.045
CPU.registerFile\[0\]\[16\],10.04
CPU.registerFile\[26\]\[29\],10.04
CPU.registerFile\[5\]\[29\],10.04
CPU.registerFile\[8\]\[28\],10.04
_04781_,10.04
_05980_,10.04
_06084_,10.04
_08747_,10.04
per_uart.uart0.enable16_counter\[9\],10.04
net1311,10.04
_01316_,10.025
_01375_,10.025
_05397_,10.02
_01378_,10.005
net698,10
net734,10
_02766_,10
_02941_,10
_03110_,10
_06371_,10
_07682_,10
_07775_,10
_08362_,10
net2068,10
_02149_,9.985
_02150_,9.985
_05364_,9.985
net922,9.98
net1012,9.98
net1285,9.98
net200,9.98
net201,9.98
net304,9.98
net786,9.98
_05613_,9.98
_05834_,9.98
_06784_,9.98
_06821_,9.98
_07495_,9.98
_07879_,9.98
_08249_,9.98
mapped_spi_ram.div_counter\[0\],9.98
net1524,9.98
net1583,9.98
net2293,9.98
CPU.registerFile\[17\]\[0\],9.96
_02730_,9.96
_02949_,9.96
_07934_,9.96
_01673_,9.945
CPU.registerFile\[27\]\[15\],9.94
CPU.registerFile\[7\]\[29\],9.94
CPU.registerFile\[7\]\[31\],9.94
net986,9.94
net601,9.94
_05161_,9.94
_05966_,9.94
_07568_,9.94
_07701_,9.94
_07861_,9.94
_08042_,9.94
net1676,9.94
net1969,9.94
net2130,9.94
net2291,9.94
CPU.registerFile\[11\]\[9\],9.92
net976,9.92
_02636_,9.905
net1538,9.905
CPU.registerFile\[30\]\[23\],9.9
_03912_,9.9
_04010_,9.9
_04203_,9.9
_06883_,9.9
mapped_spi_flash.div_counter\[1\],9.9
net2486,9.9
_04061_,9.89
_01693_,9.885
_05352_,9.88
_06769_,9.88
_06932_,9.88
_08132_,9.88
_08133_,9.88
spi_clk,9.88
net1319,9.88
net1857,9.88
net2049,9.88
_05641_,9.86
_05879_,9.86
_06835_,9.86
_07047_,9.86
_07100_,9.86
_07864_,9.86
_07877_,9.86
_08196_,9.86
net1436,9.86
net1530,9.86
net2069,9.86
net2102,9.86
_01359_,9.84
_03166_,9.84
_05615_,9.84
_05890_,9.84
net2664,9.84
CPU.registerFile\[11\]\[2\],9.82
net1065,9.82
net408,9.82
_02897_,9.82
_03297_,9.82
_03536_,9.82
_04403_,9.82
_05813_,9.82
_06537_,9.82
_07136_,9.82
_07261_,9.82
_07529_,9.82
_07891_,9.82
_08188_,9.82
_08539_,9.82
net1681,9.82
net2107,9.82
net2199,9.82
net2255,9.82
net2330,9.82
_02374_,9.805
_03359_,9.8
_07867_,9.8
_01843_,9.785
CPU.registerFile\[27\]\[9\],9.78
net1045,9.78
_03129_,9.78
_03158_,9.78
_03396_,9.78
_04464_,9.78
_04561_,9.78
_04901_,9.78
_05099_,9.78
_05188_,9.78
_06093_,9.78
_07087_,9.78
_07387_,9.78
_07667_,9.78
_08604_,9.78
_02175_,9.765
_01652_,9.76
_01736_,9.76
_02032_,9.76
_05645_,9.76
net1578,9.76
net1697,9.76
net1842,9.76
net1975,9.76
net2316,9.76
net2344,9.76
net2385,9.76
net2430,9.76
net2476,9.76
_01338_,9.745
CPU.registerFile\[25\]\[23\],9.74
net967,9.74
net973,9.74
net1233,9.74
net768,9.74
_03249_,9.74
_07770_,9.74
_08130_,9.74
_08778_,9.74
net2456,9.74
net2495,9.74
_01784_,9.725
_01701_,9.72
_03438_,9.72
_03822_,9.72
_04091_,9.72
_07095_,9.72
_07308_,9.72
net2238,9.72
CPU.registerFile\[15\]\[29\],9.7
net851,9.7
net657,9.7
_05583_,9.7
_05948_,9.7
_08810_,9.7
mapped_spi_ram.cmd_addr\[24\],9.7
_01464_,9.685
_01813_,9.685
_02189_,9.685
_02217_,9.685
_02289_,9.685
CPU.registerFile\[20\]\[22\],9.68
CPU.registerFile\[21\]\[0\],9.68
_04278_,9.68
_05275_,9.68
net2541,9.68
_01382_,9.665
_02043_,9.665
CPU.registerFile\[3\]\[21\],9.66
_07656_,9.66
net1696,9.66
net1824,9.66
net1854,9.66
net1903,9.66
net1908,9.66
net1935,9.66
net1941,9.66
net2314,9.66
net2526,9.66
net2551,9.66
net2607,9.66
_02656_,9.645
_03864_,9.64
_04294_,9.64
net1710,9.64
net2283,9.64
net23,9.625
net1022,9.62
_03338_,9.62
_05971_,9.62
_06977_,9.62
mapped_spi_flash.rbusy,9.62
net2485,9.62
net1519,9.605
_05117_,9.6
_07191_,9.6
net1794,9.6
net1989,9.6
CPU.registerFile\[5\]\[30\],9.58
_05124_,9.58
_08074_,9.58
_08589_,9.58
_08630_,9.58
mapped_spi_flash.cmd_addr\[12\],9.58
net1992,9.58
net2349,9.58
_02357_,9.565
_08490_,9.56
net1707,9.56
net1211,9.54
net1286,9.54
net442,9.54
_05126_,9.54
_06433_,9.54
net1671,9.54
net2229,9.54
_05197_,9.53
CPU.registerFile\[18\]\[29\],9.52
net1061,9.52
net1105,9.52
net1250,9.52
net126,9.52
net375,9.52
net428,9.52
net728,9.52
net89,9.52
net103,9.52
_03198_,9.52
_03670_,9.52
_06273_,9.52
_06590_,9.52
_06925_,9.52
_06959_,9.52
_07187_,9.52
_07918_,9.52
_08720_,9.52
net1642,9.52
net1788,9.52
net2096,9.52
net815,9.5
net612,9.5
_03620_,9.5
_03677_,9.5
mapped_spi_flash.cmd_addr\[1\],9.5
net1679,9.5
net2505,9.5
CPU.registerFile\[17\]\[3\],9.49
CPU.registerFile\[0\]\[4\],9.48
CPU.registerFile\[11\]\[22\],9.48
CPU.registerFile\[15\]\[20\],9.48
CPU.registerFile\[19\]\[18\],9.48
CPU.registerFile\[22\]\[3\],9.48
CPU.registerFile\[26\]\[27\],9.48
CPU.registerFile\[5\]\[23\],9.48
net904,9.48
net1050,9.48
net1189,9.48
net268,9.48
net336,9.48
net673,9.48
net746,9.48
_04735_,9.48
_04922_,9.48
_05266_,9.48
_05851_,9.48
_06637_,9.48
_07958_,9.48
_07967_,9.48
_08117_,9.48
_08159_,9.48
_08639_,9.48
per_uart.uart0.uart_rxd1,9.48
net1828,9.48
net2081,9.48
net120,9.46
net2663,9.46
_03838_,9.45
_01578_,9.445
_01712_,9.445
_02173_,9.445
_02236_,9.445
_02355_,9.445
CPU.registerFile\[18\]\[1\],9.44
net1185,9.44
_03069_,9.44
_03553_,9.44
_03627_,9.44
_03999_,9.44
_04355_,9.44
_04597_,9.44
_05107_,9.44
_05216_,9.44
_06648_,9.44
_06726_,9.44
_06758_,9.44
_07866_,9.44
_08631_,9.44
net2589,9.44
LEDS,9.43
_03048_,9.42
_03914_,9.42
_04869_,9.42
_06404_,9.42
_07342_,9.42
_07367_,9.42
_07468_,9.42
_07516_,9.42
_07585_,9.42
_07995_,9.42
_08033_,9.42
_08058_,9.42
_08095_,9.42
_08125_,9.42
mapped_spi_ram.cmd_addr\[5\],9.42
net1452,9.42
_01376_,9.405
_01408_,9.405
_02052_,9.405
net112,9.4
_02987_,9.4
_03165_,9.4
_03431_,9.4
_04804_,9.4
_05320_,9.4
_05968_,9.4
_06318_,9.4
_07327_,9.4
_07417_,9.4
_08055_,9.4
_08221_,9.4
_08647_,9.4
mapped_spi_ram.cmd_addr\[23\],9.4
net1479,9.4
net1545,9.4
net1553,9.4
net2146,9.4
net2265,9.4
net2455,9.4
net2594,9.4
CPU.registerFile\[8\]\[11\],9.38
CPU.registerFile\[8\]\[22\],9.38
net157,9.38
net596,9.38
_04954_,9.38
_05165_,9.38
net1959,9.38
_01480_,9.365
CPU.registerFile\[27\]\[30\],9.36
CPU.registerFile\[28\]\[30\],9.36
CPU.registerFile\[6\]\[2\],9.36
net853,9.36
net733,9.36
_03874_,9.36
_05846_,9.36
_05944_,9.36
_06567_,9.36
_06608_,9.36
_06646_,9.36
_06848_,9.36
_07306_,9.36
_07400_,9.36
_07528_,9.36
_07876_,9.36
_08077_,9.36
_08134_,9.36
mapped_spi_ram.cmd_addr\[11\],9.36
net1633,9.36
net1807,9.36
net1846,9.36
net1928,9.36
net2033,9.36
net2444,9.36
net2644,9.36
CPU.registerFile\[14\]\[21\],9.34
_04005_,9.34
_04894_,9.34
_05753_,9.34
_06585_,9.34
net2198,9.34
_01401_,9.325
net45,9.325
net1490,9.325
net1511,9.325
net184,9.32
_01539_,9.32
_04625_,9.32
_04861_,9.32
_06425_,9.32
_07102_,9.32
_07577_,9.32
_07777_,9.32
_08140_,9.32
_08823_,9.32
net2257,9.31
_01710_,9.3
_01934_,9.3
_02541_,9.3
_04603_,9.3
net1551,9.3
net1910,9.3
net1964,9.3
net2003,9.3
net2214,9.3
net2289,9.3
net2355,9.3
net2459,9.3
net1281,9.28
_05878_,9.28
_07648_,9.28
net2262,9.28
net2268,9.28
_02533_,9.265
CPU.registerFile\[16\]\[17\],9.26
CPU.registerFile\[30\]\[25\],9.26
CPU.registerFile\[6\]\[29\],9.26
CPU.registerFile\[7\]\[18\],9.26
_01538_,9.26
_03571_,9.26
_04012_,9.26
net2441,9.26
net2540,9.26
_01970_,9.245
net1529,9.245
CPU.registerFile\[21\]\[5\],9.24
CPU.registerFile\[29\]\[0\],9.24
net232,9.24
net316,9.24
_02578_,9.24
_04310_,9.24
_05499_,9.24
_05920_,9.24
net2429,9.24
_02039_,9.225
net1322,9.225
_02315_,9.22
_03134_,9.22
_06365_,9.22
CPU.registerFile\[7\]\[10\],9.2
_02888_,9.2
_03351_,9.2
_04256_,9.2
_04660_,9.2
_04952_,9.2
net1810,9.2
net1836,9.2
net2065,9.2
net2111,9.2
net2117,9.2
net2684,9.2
_00033_,9.18
_00044_,9.18
_01455_,9.18
_07686_,9.18
net1373,9.18
net1693,9.18
net2024,9.18
net2071,9.18
net2402,9.18
_02550_,9.16
_04417_,9.16
_04754_,9.16
_04953_,9.16
_05279_,9.16
_05495_,9.16
_05684_,9.16
_02161_,9.145
_02709_,9.145
_05562_,9.14
net1856,9.14
net1970,9.14
CPU.registerFile\[15\]\[10\],9.12
_03365_,9.12
_05332_,9.12
_06193_,9.12
mapped_spi_flash.cmd_addr\[6\],9.12
_02626_,9.105
CPU.registerFile\[7\]\[22\],9.1
_01950_,9.1
CPU.registerFile\[0\]\[10\],9.09
_02661_,9.085
_04108_,9.08
_01598_,9.065
_02137_,9.065
net858,9.06
net919,9.06
net962,9.06
