net,length_um
net1053,9.06
net1153,9.06
net1197,9.06
net1202,9.06
net1238,9.06
net208,9.06
net443,9.06
net580,9.06
net585,9.06
net602,9.06
net662,9.06
net682,9.06
net727,9.06
net741,9.06
net743,9.06
net749,9.06
net757,9.06
net77,9.06
_02927_,9.06
_04780_,9.06
_05778_,9.06
_07179_,9.06
_07582_,9.06
mapped_spi_flash.rcv_data\[28\],9.06
net1414,9.06
net1645,9.06
net1951,9.06
net2186,9.06
net2278,9.06
net2449,9.06
net2519,9.06
_01786_,9.045
per_uart.rx_data\[4\],9.045
CPU.registerFile\[24\]\[28\],9.04
_03076_,9.04
_05479_,9.04
mapped_spi_flash.rcv_data\[26\],9.04
_07257_,9.035
_07115_,9.03
CPU.registerFile\[10\]\[28\],9.02
CPU.registerFile\[19\]\[23\],9.02
net847,9.02
net949,9.02
net956,9.02
net999,9.02
net1136,9.02
net1249,9.02
net300,9.02
net766,9.02
_03569_,9.02
_04806_,9.02
_04949_,9.02
_05034_,9.02
_05468_,9.02
_05862_,9.02
_06610_,9.02
_07352_,9.02
_07522_,9.02
_07575_,9.02
_07751_,9.02
_08171_,9.02
_08302_,9.02
_08529_,9.02
_08605_,9.02
net1630,9.02
net1762,9.02
net1838,9.02
net2235,9.02
net2568,9.02
net2601,9.02
_01965_,9.005
CPU.registerFile\[31\]\[1\],9
_02041_,8.985
_02428_,8.985
_03895_,8.98
_03951_,8.98
_06033_,8.98
_06796_,8.98
_07605_,8.98
_08014_,8.98
_03266_,8.96
_04857_,8.96
_06828_,8.96
_06960_,8.96
_07264_,8.96
_07323_,8.96
_07404_,8.96
_08025_,8.96
_08143_,8.96
_08208_,8.96
_08421_,8.96
_02346_,8.945
_02448_,8.945
net1531,8.945
_04940_,8.94
_04963_,8.94
_05710_,8.94
_05760_,8.94
_06421_,8.94
_06640_,8.94
_06731_,8.94
_06785_,8.94
_06994_,8.94
_07669_,8.94
_08572_,8.94
_08641_,8.94
net1701,8.94
net1706,8.94
net2110,8.94
net2155,8.94
net2212,8.94
net2304,8.94
net2323,8.94
net2506,8.94
net2517,8.94
net2546,8.94
net237,8.93
CPU.registerFile\[31\]\[5\],8.92
_01314_,8.92
net2122,8.92
net2162,8.92
_03375_,8.91
CPU.registerFile\[31\]\[17\],8.9
net1270,8.9
_03954_,8.9
_04111_,8.9
_04874_,8.9
_05473_,8.9
_05977_,8.9
_07720_,8.9
_07938_,8.9
_08099_,8.9
mapped_spi_ram.div_counter\[1\],8.9
per_uart.uart0.enable16_counter\[14\],8.9
net1601,8.9
net1733,8.9
net1866,8.9
net2187,8.9
net2493,8.9
_01729_,8.885
net433,8.88
_07559_,8.88
_07825_,8.875
_01849_,8.865
_02489_,8.865
_02792_,8.86
_02967_,8.86
_03458_,8.86
_03892_,8.86
_07275_,8.86
_07901_,8.86
net1608,8.86
_01793_,8.84
_02171_,8.84
_03710_,8.84
_04655_,8.84
_07834_,8.84
spi_miso,8.84
net1688,8.84
net1888,8.84
net2085,8.84
net2167,8.84
net2374,8.84
net2487,8.84
net2512,8.84
_02177_,8.82
_03142_,8.82
_05614_,8.82
_07508_,8.82
_07831_,8.82
_07832_,8.82
_08185_,8.82
_08877_,8.82
net1518,8.82
net1735,8.82
net1811,8.82
net1863,8.82
net1909,8.82
net2034,8.82
net2156,8.82
net2387,8.82
net2457,8.82
net835,8.8
_01471_,8.8
_01599_,8.8
_02387_,8.8
_02419_,8.8
_05605_,8.8
net1609,8.8
net1716,8.8
net2279,8.8
net2282,8.8
net2508,8.8
net2560,8.8
_00029_,8.785
_01933_,8.785
net855,8.78
net879,8.78
net886,8.78
net416,8.78
_05201_,8.78
_07924_,8.78
net1299,8.78
_01518_,8.765
_02243_,8.765
_02557_,8.765
_02645_,8.765
net313,8.76
_01746_,8.76
_02370_,8.76
_03825_,8.76
_04633_,8.76
_05220_,8.76
_07974_,8.76
_02372_,8.745
_02863_,8.74
_05051_,8.74
net2237,8.74
net2539,8.74
_02184_,8.725
_02436_,8.725
_06730_,8.72
net1847,8.72
net2271,8.72
CPU.registerFile\[20\]\[14\],8.7
_05582_,8.7
_07143_,8.7
_07553_,8.7
_08103_,8.7
net2221,8.7
_02694_,8.695
CPU.registerFile\[19\]\[25\],8.68
CPU.registerFile\[27\]\[29\],8.68
_04997_,8.68
net2147,8.68
_00036_,8.665
_01451_,8.66
_03387_,8.66
_04893_,8.66
_06802_,8.66
_07290_,8.66
_07975_,8.66
_08162_,8.66
_07776_,8.655
_01856_,8.64
_04386_,8.64
_01725_,8.625
_02078_,8.625
net1093,8.62
net1264,8.62
net441,8.62
_03412_,8.62
_05640_,8.62
net2164,8.62
_01516_,8.605
_02207_,8.605
CPU.registerFile\[22\]\[19\],8.6
CPU.registerFile\[29\]\[30\],8.6
net989,8.6
net1135,8.6
net302,8.6
net740,8.6
net774,8.6
_02984_,8.6
_03668_,8.6
_04243_,8.6
_04948_,8.6
_06469_,8.6
_06538_,8.6
_06575_,8.6
_06934_,8.6
_07193_,8.6
_07280_,8.6
_08229_,8.6
_08257_,8.6
net1610,8.6
net2525,8.6
_01641_,8.585
net1636,8.585
CPU.aluShamt\[4\],8.58
CPU.registerFile\[17\]\[20\],8.58
_05569_,8.58
_05988_,8.58
net1476,8.58
net2251,8.58
_02430_,8.565
CPU.registerFile\[10\]\[29\],8.56
CPU.registerFile\[5\]\[14\],8.56
net842,8.56
net874,8.56
net1092,8.56
net1241,8.56
net278,8.56
net339,8.56
net645,8.56
net59,8.56
_01734_,8.56
_03280_,8.56
_03567_,8.56
_04020_,8.56
_04914_,8.56
_06039_,8.56
_06506_,8.56
_06600_,8.56
_06786_,8.56
_07852_,8.56
_08069_,8.56
_08676_,8.56
mapped_spi_ram.cmd_addr\[9\],8.56
net2077,8.56
net2211,8.56
net2534,8.56
_04424_,8.54
_06006_,8.54
_07649_,8.54
net1972,8.54
_02445_,8.525
net459,8.52
_01321_,8.52
_01700_,8.52
_02796_,8.52
_03060_,8.52
_03316_,8.52
_03502_,8.52
_03815_,8.52
_04207_,8.52
_04326_,8.52
_04520_,8.52
_04566_,8.52
_04762_,8.52
_06723_,8.52
_06833_,8.52
_07467_,8.52
_07571_,8.52
_08204_,8.52
_08516_,8.52
net1148,8.5
net371,8.5
net391,8.5
_05518_,8.5
_07736_,8.5
_08097_,8.5
_08392_,8.5
_08838_,8.5
net1315,8.5
_01929_,8.485
net273,8.48
_02876_,8.48
_02902_,8.48
_03349_,8.48
_04092_,8.48
_04749_,8.48
_05008_,8.48
_05204_,8.48
_05471_,8.48
_05798_,8.48
_05826_,8.48
_07010_,8.48
_07388_,8.48
_07735_,8.48
_07927_,8.48
_08049_,8.48
mapped_spi_ram.cmd_addr\[4\],8.48
net2004,8.48
net2149,8.48
net2158,8.48
net2297,8.48
net2358,8.48
net2389,8.48
net2462,8.48
_05086_,8.47
_06232_,8.47
_02336_,8.465
_03507_,8.46
_04048_,8.46
_04860_,8.46
CPU.registerFile\[11\]\[28\],8.44
CPU.registerFile\[13\]\[5\],8.44
net270,8.44
net450,8.44
_03088_,8.44
_03149_,8.44
_03356_,8.44
_04218_,8.44
_04529_,8.44
_05079_,8.44
_05436_,8.44
_05768_,8.44
_05865_,8.44
_06011_,8.44
_06480_,8.44
_06744_,8.44
_06847_,8.44
_06886_,8.44
_06919_,8.44
_08030_,8.44
mapped_spi_flash.snd_bitcount\[5\],8.44
mapped_spi_ram.cmd_addr\[15\],8.44
net1652,8.44
net1923,8.44
net1942,8.44
_05138_,8.43
_02074_,8.425
CPU.registerFile\[16\]\[24\],8.42
_07077_,8.42
_07299_,8.42
_02628_,8.405
net1008,8.4
net114,8.4
net143,8.4
net685,8.4
_04073_,8.4
_04258_,8.4
_04588_,8.4
_05454_,8.4
_06749_,8.4
_06768_,8.4
_07104_,8.4
_07392_,8.4
_07476_,8.4
_07653_,8.4
_07983_,8.4
_01975_,8.38
_04798_,8.38
net1965,8.38
net1981,8.38
net2036,8.38
net2105,8.38
net2118,8.38
net2171,8.38
net2190,8.38
net2350,8.38
_07032_,8.375
_01828_,8.365
_02142_,8.365
CPU.registerFile\[18\]\[12\],8.36
_03173_,8.36
_05918_,8.36
_06129_,8.36
_07090_,8.36
_07281_,8.36
_07725_,8.36
net1754,8.36
net2208,8.36
net2240,8.36
net2682,8.36
_08518_,8.355
_02854_,8.35
CPU.registerFile\[0\]\[19\],8.34
CPU.registerFile\[30\]\[12\],8.34
_01311_,8.34
_01372_,8.34
_05568_,8.34
_05998_,8.34
_06987_,8.34
_07430_,8.34
net1333,8.34
net2266,8.34
net2553,8.34
net2592,8.34
_01937_,8.335
_04408_,8.33
_01417_,8.325
_02258_,8.325
CPU.registerFile\[11\]\[10\],8.32
net1001,8.32
net543,8.32
net552,8.32
_01473_,8.32
_04448_,8.32
_05038_,8.32
_05137_,8.32
_05660_,8.32
_07082_,8.32
_07112_,8.32
_07137_,8.32
net2277,8.32
_01614_,8.305
_02418_,8.305
_01799_,8.3
_03104_,8.3
_07517_,8.3
net1353,8.3
net1808,8.3
net1963,8.3
net2528,8.3
_03223_,8.28
_08189_,8.28
net2639,8.28
_02206_,8.275
_01418_,8.265
_02147_,8.265
_02307_,8.265
_02378_,8.265
_02593_,8.265
net55,8.265
_05493_,8.26
net1391,8.26
net2138,8.26
_05938_,8.25
CPU.registerFile\[5\]\[7\],8.24
net492,8.24
_02392_,8.24
_05462_,8.24
_05611_,8.24
_07719_,8.24
_08243_,8.24
net1684,8.24
_01860_,8.225
_01952_,8.225
_03213_,8.22
_04266_,8.22
_07098_,8.22
_08805_,8.22
net2498,8.22
CPU.registerFile\[3\]\[28\],8.215
_01781_,8.205
CPU.registerFile\[29\]\[11\],8.2
net1173,8.2
_04053_,8.2
_06717_,8.2
net2452,8.2
net2484,8.2
_01639_,8.195
_05585_,8.195
_01497_,8.185
_01981_,8.185
_02450_,8.185
_01324_,8.165
_01358_,8.165
net882,8.16
net918,8.16
net948,8.16
net951,8.16
net1023,8.16
net1084,8.16
net1209,8.16
net1214,8.16
net1269,8.16
net136,8.16
net345,8.16
net372,8.16
net434,8.16
net447,8.16
net629,8.16
net636,8.16
net678,8.16
net776,8.16
net62,8.16
net85,8.16
net94,8.16
_01653_,8.16
_02223_,8.16
_03323_,8.16
_07827_,8.16
net2337,8.16
_01831_,8.145
CPU.registerFile\[22\]\[22\],8.14
net844,8.14
net966,8.14
net183,8.14
net244,8.14
net409,8.14
net465,8.14
net525,8.14
net651,8.14
net690,8.14
_01745_,8.14
_02515_,8.14
_03046_,8.14
_03079_,8.14
_04726_,8.14
_04731_,8.14
_06592_,8.14
_06741_,8.14
_07664_,8.14
_07946_,8.14
_08151_,8.14
_08608_,8.14
mapped_spi_ram.state\[1\],8.14
net2104,8.14
net2334,8.14
net2398,8.14
_01944_,8.125
CPU.registerFile\[20\]\[29\],8.12
net87,8.12
_02976_,8.12
_06131_,8.12
_06269_,8.12
_06549_,8.12
_06988_,8.12
_08309_,8.12
net1722,8.12
net1774,8.12
net821,8.1
net188,8.1
net191,8.1
net222,8.1
_02769_,8.1
_03296_,8.1
_03444_,8.1
_03802_,8.1
_04576_,8.1
_05654_,8.1
_05924_,8.1
_06893_,8.1
_06970_,8.1
_07741_,8.1
_07980_,8.1
_08175_,8.1
net1507,8.1
net1611,8.1
net1637,8.1
net1659,8.1
_02404_,8.095
_06500_,8.09
_02048_,8.085
_03835_,8.08
_01292_,8.065
_01986_,8.065
_02570_,8.065
net2145,8.065
net841,8.06
net935,8.06
net1122,8.06
net1262,8.06
net329,8.06
net485,8.06
net539,8.06
_03239_,8.06
_04260_,8.06
_04297_,8.06
_04673_,8.06
_05150_,8.06
_06098_,8.06
_06323_,8.06
_06689_,8.06
_06901_,8.06
_06915_,8.06
_07710_,8.06
_07907_,8.06
_08056_,8.06
_08116_,8.06
per_uart.uart0.enable16_counter\[2\],8.06
net1522,8.06
_02167_,8.04
_03127_,8.04
_04647_,8.04
_05713_,8.04
_07647_,8.04
_08072_,8.04
_08642_,8.04
net1376,8.04
net458,8.035
_01395_,8.035
_06187_,8.03
_01534_,8.025
_02476_,8.025
_01674_,8.02
_03493_,8.02
_03525_,8.02
_03785_,8.02
_03862_,8.02
_04638_,8.02
_05221_,8.02
_05888_,8.02
_06667_,8.02
_06812_,8.02
_06926_,8.02
_06993_,8.02
_07690_,8.02
_08089_,8.02
_08161_,8.02
_08224_,8.02
_08868_,8.02
net1687,8.02
net1689,8.02
net1962,8.02
net2002,8.02
net2028,8.02
net2063,8.02
net2298,8.02
net2307,8.02
net2412,8.02
CPU.registerFile\[0\]\[22\],8
_04560_,8
_05947_,8
net1886,8
_02341_,7.995
net39,7.985
CPU.registerFile\[20\]\[25\],7.98
CPU.registerFile\[5\]\[19\],7.98
net862,7.98
_03000_,7.98
_03185_,7.98
_03355_,7.98
_03504_,7.98
_03818_,7.98
_04137_,7.98
_04427_,7.98
_04676_,7.98
_05974_,7.98
_06294_,7.98
_06531_,7.98
_06836_,7.98
_07125_,7.98
_07340_,7.98
_07408_,7.98
_07862_,7.98
_07935_,7.98
_07982_,7.98
_08066_,7.98
_08154_,7.98
_08668_,7.98
_08869_,7.98
net1894,7.98
net2112,7.98
net2364,7.98
_07579_,7.96
_08290_,7.96
_04401_,7.945
_02501_,7.94
_02820_,7.94
_03752_,7.94
_04149_,7.94
_05041_,7.94
_06706_,7.94
_07612_,7.94
_07798_,7.94
_08141_,7.94
_02609_,7.92
_03516_,7.92
_04152_,7.92
_06301_,7.92
_06479_,7.92
_07153_,7.92
_08280_,7.92
net1813,7.92
net1949,7.92
net2037,7.92
net2176,7.92
net2204,7.92
net2209,7.92
net2223,7.92
net2230,7.92
net2239,7.92
net2467,7.92
net2511,7.92
net141,7.9
_02921_,7.9
_03575_,7.9
_04895_,7.9
_05004_,7.9
_05347_,7.9
_06916_,7.9
_07410_,7.9
_07626_,7.9
net2172,7.9
net2224,7.9
net2469,7.9
net2622,7.9
net816,7.88
_01461_,7.88
_02500_,7.88
_02630_,7.88
_03898_,7.88
_03993_,7.88
_04025_,7.88
_06550_,7.88
_08710_,7.88
_08733_,7.88
_08844_,7.88
net1802,7.88
net2029,7.88
net2040,7.88
net2565,7.88
net2656,7.88
_00007_,7.865
_01886_,7.845
net1548,7.845
_05510_,7.84
_07152_,7.84
net1731,7.84
_07234_,7.82
_07450_,7.82
_08634_,7.82
net1644,7.82
net1821,7.82
net1865,7.82
net2022,7.82
net2045,7.82
net2233,7.82
net2359,7.82
net2434,7.82
_01293_,7.805
_01355_,7.805
_01502_,7.805
_02062_,7.805
net1441,7.805
_01558_,7.8
_03071_,7.8
_03391_,7.8
net1573,7.8
net2200,7.8
net2576,7.8
net2676,7.8
net2691,7.8
CPU.registerFile\[6\]\[12\],7.78
_04716_,7.78
_05062_,7.78
_05412_,7.78
_05490_,7.78
net1541,7.78
net2652,7.78
_01413_,7.765
_01945_,7.765
_02433_,7.765
_02435_,7.765
_02682_,7.765
_02686_,7.765
_04211_,7.76
_08674_,7.76
net1896,7.76
_01317_,7.745
_01468_,7.745
_01834_,7.745
_01910_,7.745
_01991_,7.745
_02264_,7.745
CPU.registerFile\[0\]\[15\],7.74
CPU.registerFile\[0\]\[9\],7.74
_05147_,7.74
_05278_,7.74
_01792_,7.725
_02397_,7.725
_07964_,7.72
_04924_,7.7
_05228_,7.7
_05949_,7.7
_07150_,7.7
_07184_,7.7
net1332,7.7
_02384_,7.695
_04547_,7.69
_06510_,7.69
net220,7.68
net239,7.68
net306,7.68
net635,7.68
net758,7.68
net97,7.68
_02763_,7.68
_03263_,7.68
_03427_,7.68
_03605_,7.68
_03821_,7.68
_03938_,7.68
_04169_,7.68
_04423_,7.68
_04654_,7.68
_06151_,7.68
_06447_,7.68
_06570_,7.68
_06606_,7.68
_06668_,7.68
_08375_,7.68
_08391_,7.68
_08786_,7.68
net1367,7.68
net1647,7.68
net2087,7.68
net2351,7.68
_01778_,7.665
CPU.registerFile\[18\]\[5\],7.66
_03919_,7.66
_01667_,7.645
_02037_,7.645
_02254_,7.645
net830,7.64
net974,7.64
net993,7.64
net145,7.64
net674,7.64
_01592_,7.64
_02674_,7.64
_02811_,7.64
_02968_,7.64
_03321_,7.64
_03508_,7.64
_03842_,7.64
_04265_,7.64
_04639_,7.64
_04779_,7.64
_05229_,7.64
_05962_,7.64
_06947_,7.64
_06948_,7.64
_07166_,7.64
_07219_,7.64
_07441_,7.64
_07443_,7.64
_07469_,7.64
_07594_,7.64
_07624_,7.64
_07875_,7.64
_08274_,7.64
_08390_,7.64
_08613_,7.64
_08867_,7.64
net1328,7.64
net2494,7.64
net2597,7.64
_04790_,7.62
_05580_,7.62
mapped_spi_flash.rcv_bitcount\[3\],7.62
_00037_,7.605
_01553_,7.605
_01584_,7.605
_01819_,7.605
_02057_,7.605
_02064_,7.605
_02244_,7.605
_02367_,7.605
_02642_,7.605
net359,7.6
_03131_,7.6
_03258_,7.6
_03788_,7.6
_04140_,7.6
_04283_,7.6
_06577_,7.6
_07284_,7.6
_07369_,7.6
_07586_,7.6
_07874_,7.6
_07910_,7.6
_07948_,7.6
_08179_,7.6
_08745_,7.6
net2066,7.6
_01698_,7.58
_05607_,7.58
_05721_,7.58
_05943_,7.58
_07856_,7.58
_08115_,7.58
_08542_,7.58
net1629,7.58
_01805_,7.565
_02402_,7.565
_02650_,7.565
net203,7.56
net293,7.56
_02986_,7.56
_03366_,7.56
_03897_,7.56
_04789_,7.56
_05166_,7.56
_07140_,7.56
_07239_,7.56
_07315_,7.56
_07375_,7.56
_07887_,7.56
_08166_,7.56
_08272_,7.56
net1440,7.56
net1621,7.56
net1662,7.56
net1914,7.56
net2108,7.56
net2143,7.56
net2376,7.56
net2561,7.56
net2092,7.55
_05959_,7.545
net221,7.54
_01776_,7.54
_01951_,7.54
_05439_,7.54
_05461_,7.54
_05817_,7.54
_05829_,7.54
_07034_,7.54
_07962_,7.54
mapped_spi_flash.rcv_bitcount\[5\],7.54
_05033_,7.535
net845,7.52
net234,7.52
net503,7.52
_02736_,7.52
_02983_,7.52
_03067_,7.52
_03411_,7.52
_03501_,7.52
_04358_,7.52
_04766_,7.52
_04921_,7.52
_05233_,7.52
_05954_,7.52
_06733_,7.52
_06810_,7.52
_06846_,7.52
_06954_,7.52
_07056_,7.52
_07303_,7.52
_07515_,7.52
_07610_,7.52
_07886_,7.52
_07949_,7.52
_08003_,7.52
_08163_,7.52
net2245,7.52
net2327,7.52
_02348_,7.515
_05815_,7.51
_05656_,7.5
_06672_,7.5
_06674_,7.5
_07534_,7.5
_08148_,7.5
_01407_,7.48
_01548_,7.48
_02381_,7.48
_04493_,7.48
_06764_,7.48
_07380_,7.48
_08126_,7.48
_01637_,7.46
_01909_,7.46
_03020_,7.46
_04563_,7.46
_08577_,7.46
net1739,7.46
net1885,7.46
net2012,7.46
net2015,7.46
net2027,7.46
net2153,7.46
net2185,7.46
net2191,7.46
net2210,7.46
net2313,7.46
net2320,7.46
net2339,7.46
net2340,7.46
net2360,7.46
net2392,7.46
net2410,7.46
_02219_,7.445
net970,7.44
net1162,7.44
net534,7.44
net624,7.44
_03147_,7.44
_04938_,7.44
_05182_,7.44
_05648_,7.44
_05927_,7.44
_06825_,7.44
_07357_,7.44
net1950,7.44
net2377,7.44
_01694_,7.42
net32,7.42
_03169_,7.42
_03827_,7.42
_04345_,7.42
_07292_,7.42
_07896_,7.42
net2169,7.42
net2390,7.42
_04302_,7.4
_04434_,7.4
net1897,7.4
_01770_,7.395
_01326_,7.385
_01509_,7.385
_02172_,7.385
_02301_,7.385
_03585_,7.38
_02152_,7.36
_04064_,7.36
net1855,7.36
net1961,7.36
net2140,7.36
_02360_,7.355
_01499_,7.345
net28,7.345
_02195_,7.345
_02466_,7.345
net1462,7.345
_03317_,7.34
_03791_,7.34
_03836_,7.34
_03968_,7.34
_08461_,7.34
net2127,7.34
net2308,7.34
_08593_,7.33
net54,7.325
CPU.registerFile\[23\]\[30\],7.32
CPU.registerFile\[6\]\[7\],7.32
net910,7.32
_03549_,7.32
_04404_,7.32
_05548_,7.32
_05967_,7.32
mapped_spi_ram.cmd_addr\[18\],7.32
net1725,7.32
net2326,7.32
_01364_,7.305
net47,7.3
_06228_,7.3
_07689_,7.3
_01412_,7.285
_01731_,7.285
net172,7.28
_03718_,7.28
_05080_,7.28
_04700_,7.25
_03210_,7.24
_03700_,7.24
_04000_,7.24
_04377_,7.24
_05940_,7.24
_07041_,7.24
_07081_,7.24
_07734_,7.24
net1038,7.22
net1265,7.22
net1271,7.22
net1297,7.22
net310,7.22
net622,7.22
net641,7.22
_03118_,7.22
_03352_,7.22
_03573_,7.22
_03868_,7.22
_04592_,7.22
_04719_,7.22
_05941_,7.22
_06014_,7.22
_06903_,7.22
_07174_,7.22
_07569_,7.22
_08430_,7.22
_08698_,7.22
_08748_,7.22
mapped_spi_flash.rcv_data\[22\],7.22
per_uart.uart0.enable16_counter\[1\],7.22
net1344,7.22
net1833,7.22
net2421,7.22
CPU.registerFile\[0\]\[21\],7.2
net451,7.2
_05970_,7.2
_06709_,7.2
_07574_,7.2
net1843,7.2
_02216_,7.185
net866,7.18
net878,7.18
net945,7.18
net219,7.18
net709,7.18
net99,7.18
_03314_,7.18
_03926_,7.18
_03941_,7.18
_03953_,7.18
_04016_,7.18
_04028_,7.18
_04222_,7.18
_04578_,7.18
_04886_,7.18
_04896_,7.18
_04910_,7.18
_05172_,7.18
_06334_,7.18
_06514_,7.18
_06904_,7.18
_06945_,7.18
_07144_,7.18
_07477_,7.18
_07499_,7.18
_07576_,7.18
_07668_,7.18
_07815_,7.18
_07849_,7.18
_08070_,7.18
_08719_,7.18
mapped_spi_ram.cmd_addr\[20\],7.18
mapped_spi_ram.rcv_bitcount\[5\],7.18
net2088,7.18
net2442,7.18
net2531,7.18
_01498_,7.165
_01621_,7.165
_01906_,7.165
_02069_,7.165
_05091_,7.16
_01347_,7.145
_01564_,7.145
_01617_,7.145
_01686_,7.145
_02311_,7.145
_02482_,7.145
_02652_,7.145
_02681_,7.145
_02691_,7.145
_03729_,7.14
_06789_,7.14
_07250_,7.14
mapped_spi_flash.div_counter\[5\],7.14
net1566,7.14
_02845_,7.125
_01723_,7.12
_04432_,7.12
_04683_,7.12
_06863_,7.12
_07283_,7.12
_07685_,7.12
_08380_,7.12
_01303_,7.105
_01319_,7.105
_01697_,7.105
_01716_,7.105
_01749_,7.105
_01917_,7.105
_02298_,7.105
CPU.registerFile\[11\]\[27\],7.1
net877,7.1
net801,7.1
_02286_,7.1
_03121_,7.1
_03588_,7.1
_03669_,7.1
_04239_,7.1
_04519_,7.1
_04674_,7.1
_04760_,7.1
_04936_,7.1
_04974_,7.1
_05355_,7.1
_05430_,7.1
_06839_,7.1
_07117_,7.1
_08426_,7.1
net1816,7.1
net2076,7.1
net2215,7.1
net2219,7.1
net2352,7.1
net2423,7.1
_02146_,7.085
_04649_,7.08
_05978_,7.08
_07821_,7.08
_08765_,7.08
CPU.registerFile\[14\]\[12\],7.06
CPU.registerFile\[5\]\[21\],7.06
CPU.state\[0\],7.06
_02969_,7.06
_03052_,7.06
_04235_,7.06
_04596_,7.06
_05105_,7.06
_06584_,7.06
_06767_,7.06
_07011_,7.06
_07245_,7.06
_07297_,7.06
_07300_,7.06
_07426_,7.06
_07630_,7.06
_07662_,7.06
_07863_,7.06
_07881_,7.06
_08158_,7.06
_08199_,7.06
_08761_,7.06
net1670,7.06
net1920,7.06
CPU.registerFile\[0\]\[17\],7.05
_02373_,7.045
_01556_,7.025
_01853_,7.025
_01995_,7.02
_05338_,7.02
_01743_,7.015
spi_clk_ram,7.01
CPU.registerFile\[13\]\[9\],7
_01299_,7
_01522_,7
_03093_,7
_03850_,7
_04013_,7
_04115_,7
_05198_,7
_06894_,7
_06931_,7
net1780,7
net1850,7
net1916,7
net1938,7
net1976,7
net2014,7
net2043,7
net2203,7
net2396,7
net2416,7
net2535,7
net2623,7
_01841_,6.985
CPU.registerFile\[19\]\[28\],6.98
CPU.registerFile\[20\]\[28\],6.98
net1133,6.98
_04385_,6.98
_04711_,6.98
_05309_,6.98
_05559_,6.98
_05933_,6.98
_05946_,6.98
_06303_,6.98
_06729_,6.98
_07107_,6.98
_07265_,6.98
_07552_,6.98
net1782,6.98
net1954,6.98
_02522_,6.965
net81,6.96
_04541_,6.96
_05112_,6.96
_07550_,6.96
net1829,6.96
net1943,6.96
net1986,6.96
net2047,6.96
net2079,6.96
net2103,6.96
net2120,6.96
net2362,6.96
_02472_,6.955
_06452_,6.95
net31,6.945
CPU.registerFile\[29\]\[10\],6.94
_03011_,6.94
_04087_,6.94
_05925_,6.94
net1667,6.94
net1540,6.93
_01536_,6.925
_01785_,6.925
_02060_,6.925
_03482_,6.925
_03621_,6.92
_07395_,6.92
net1525,6.9
net1918,6.9
net1993,6.9
net2244,6.9
net2365,6.9
net2651,6.9
net2681,6.9
_01648_,6.885
net1555,6.885
_01794_,6.88
_02046_,6.88
_04003_,6.88
_07676_,6.88
net1564,6.88
net1784,6.88
net2098,6.88
net2461,6.88
mapped_spi_ram.cmd_addr\[10\],6.86
net1572,6.86
net2197,6.86
CPU.registerFile\[0\]\[29\],6.85
_02049_,6.845
_02350_,6.845
_02478_,6.845
_04109_,6.84
_01623_,6.825
_01818_,6.825
_01941_,6.825
_02444_,6.825
_02471_,6.825
_02559_,6.825
net511,6.82
mapped_spi_flash.cmd_addr\[15\],6.82
_05832_,6.8
_01679_,6.795
_05776_,6.79
_01987_,6.785
_02452_,6.785
_03061_,6.78
_03160_,6.78
_03517_,6.78
_04172_,6.78
_04641_,6.78
_05464_,6.78
_05955_,6.78
_06027_,6.78
_06887_,6.78
_07145_,6.78
_08333_,6.78
net1393,6.78
net1475,6.78
net1797,6.78
net2100,6.78
_04164_,6.77
_01392_,6.765
_02412_,6.765
net852,6.76
net899,6.76
net1137,6.76
net1186,6.76
net1198,6.76
net113,6.76
net159,6.76
net194,6.76
net212,6.76
net369,6.76
net520,6.76
net751,6.76
net96,6.76
_03522_,6.76
_03555_,6.76
_03992_,6.76
_04107_,6.76
_04253_,6.76
_04291_,6.76
_04622_,6.76
_05042_,6.76
_06253_,6.76
_06633_,6.76
_06779_,6.76
_06923_,6.76
_07059_,6.76
_07268_,6.76
_07431_,6.76
_07474_,6.76
_07726_,6.76
_07728_,6.76
_07766_,6.76
_08270_,6.76
per_uart.uart0.enable16_counter\[6\],6.76
net1406,6.76
net1640,6.76
net2566,6.76
net2657,6.76
_04103_,6.75
_07080_,6.75
net1291,6.74
_04156_,6.74
_04601_,6.74
_05917_,6.74
_06463_,6.74
_08599_,6.74
net1649,6.74
_02290_,6.725
_02304_,6.725
CPU.registerFile\[3\]\[10\],6.72
net1246,6.72
net247,6.72
net398,6.72
net426,6.72
net430,6.72
net504,6.72
net532,6.72
net767,6.72
_02520_,6.72
_02957_,6.72
_03325_,6.72
_03474_,6.72
_03676_,6.72
_04193_,6.72
_04325_,6.72
_04570_,6.72
_04850_,6.72
_05083_,6.72
_06408_,6.72
_06885_,6.72
_06911_,6.72
_07202_,6.72
_07222_,6.72
_07444_,6.72
_07536_,6.72
_07652_,6.72
_07660_,6.72
_07702_,6.72
_07837_,6.72
_07857_,6.72
_07914_,6.72
_07972_,6.72
_08094_,6.72
_08872_,6.72
net1301,6.72
net2058,6.72
_01362_,6.705
_01404_,6.705
_01503_,6.705
_01504_,6.705
_01647_,6.705
_01738_,6.705
_01788_,6.705
_01864_,6.705
_02486_,6.705
_02551_,6.705
_02614_,6.705
CPU.registerFile\[29\]\[1\],6.7
_04070_,6.7
_01346_,6.685
_01656_,6.685
_01880_,6.685
net25,6.685
_02218_,6.685
_02306_,6.685
_02331_,6.685
_02376_,6.685
_02497_,6.685
